url,id,full_name,language,forks,stars,open_issues
https://api.github.com/repos/SchemaStore/schemastore,26785339,SchemaStore/schemastore,JavaScript,1886,3394,68
https://api.github.com/repos/celestiaorg/celestia-core,221931137,celestiaorg/celestia-core,Go,326,528,211
https://api.github.com/repos/dotnet/fsharp,29048891,dotnet/fsharp,F#,826,4083,1293
https://api.github.com/repos/primer/react,121814210,primer/react,TypeScript,615,3587,77
https://api.github.com/repos/git-for-windows/git,23216272,git-for-windows/git,C,2668,8742,200
https://api.github.com/repos/microsoft/TypeScript,20929025,microsoft/TypeScript,TypeScript,12888,105049,6092
https://api.github.com/repos/dotnet/winforms,153711830,dotnet/winforms,C#,1039,4617,697
https://api.github.com/repos/microsoft/autogen,680120071,microsoft/autogen,Python,7044,46435,469
https://api.github.com/repos/lutzroeder/netron,1198539,lutzroeder/netron,JavaScript,2925,30528,22
https://api.github.com/repos/dotnet/machinelearning,132021166,dotnet/machinelearning,C#,1924,9211,989
https://api.github.com/repos/microsoft/onnxruntime,156939672,microsoft/onnxruntime,C++,3293,17012,2592
https://api.github.com/repos/MicrosoftDocs/mcp,998658053,MicrosoftDocs/mcp,,56,519,5
https://api.github.com/repos/microsoft/playwright-mcp,952688112,microsoft/playwright-mcp,TypeScript,889,13053,39
https://api.github.com/repos/riganti/dotvvm,26230481,riganti/dotvvm,C#,95,765,168
https://api.github.com/repos/dotnet/aspnetcore,17620347,dotnet/aspnetcore,C#,10374,36796,3839
https://api.github.com/repos/dnnsoftware/Dnn.Platform,12095044,dnnsoftware/Dnn.Platform,C#,761,1080,271
https://api.github.com/repos/microsoft/ApplicationInsights-JS,33373292,microsoft/ApplicationInsights-JS,TypeScript,248,666,97
https://api.github.com/repos/microsoft/ebpf-for-windows,355718757,microsoft/ebpf-for-windows,C,253,3224,278
https://api.github.com/repos/github/github-mcp-server,942771284,github/github-mcp-server,Go,1180,16389,142
https://api.github.com/repos/FidelusAleksander/ghcertified,679565720,FidelusAleksander/ghcertified,HTML,253,698,3
https://api.github.com/repos/microsoft/vscode-mssql,61973853,microsoft/vscode-mssql,TypeScript,502,1701,380
https://api.github.com/repos/NethermindEth/nethermind,101194285,NethermindEth/nethermind,C#,523,1412,466
https://api.github.com/repos/github/docs,189621607,github/docs,TypeScript,62202,17497,52
https://api.github.com/repos/dotnet/docfx,38007053,dotnet/docfx,C#,875,4272,410
https://api.github.com/repos/Azure/terraform,117169328,Azure/terraform,HCL,870,814,71
https://api.github.com/repos/keepassxreboot/keepassxc,52729242,keepassxreboot/keepassxc,C++,1580,23464,734
https://api.github.com/repos/microsoft/semantic-kernel,607289185,microsoft/semantic-kernel,C#,3984,25172,472
https://api.github.com/repos/beeradmoore/dlss-swapper,393538656,beeradmoore/dlss-swapper,C#,124,4272,88
https://api.github.com/repos/dotnet/Nerdbank.GitVersioning,35752188,dotnet/Nerdbank.GitVersioning,C#,174,1470,75
https://api.github.com/repos/owncast/owncast,266445736,owncast/owncast,Go,1059,10247,208
https://api.github.com/repos/Azure/azure-functions-host,42548553,Azure/azure-functions-host,C#,459,1974,1441
https://api.github.com/repos/robertpenner/as3-signals,302662,robertpenner/as3-signals,ActionScript,201,1059,9
https://api.github.com/repos/microsoft/vscode-data-wrangler,587512129,microsoft/vscode-data-wrangler,,27,522,121
https://api.github.com/repos/dotnet/arcade,121444325,dotnet/arcade,C#,375,694,459
https://api.github.com/repos/microsoft/Microsoft365DSC,158580093,microsoft/Microsoft365DSC,PowerShell,561,1863,325
https://api.github.com/repos/microsoft/onnxruntime-genai,718314761,microsoft/onnxruntime-genai,C++,191,743,138
https://api.github.com/repos/microsoft/generative-ai-with-javascript,832180352,microsoft/generative-ai-with-javascript,JavaScript,465,738,31
https://api.github.com/repos/dotnet/macios,56710511,dotnet/macios,C#,543,2699,678
https://api.github.com/repos/dotnet/SqlClient,173170791,dotnet/SqlClient,C#,310,920,273
https://api.github.com/repos/microsoft/fluentui,60537144,microsoft/fluentui,TypeScript,2813,19348,665
https://api.github.com/repos/microsoft/windows-drivers-rs,692564297,microsoft/windows-drivers-rs,Rust,86,1650,96
https://api.github.com/repos/dotnet/roslyn,29078997,dotnet/roslyn,C#,4146,19649,7011
https://api.github.com/repos/Azure/azure-sdk,152122018,Azure/azure-sdk,PowerShell,326,555,135
https://api.github.com/repos/nkdAgility/azure-devops-migration-tools,56319070,nkdAgility/azure-devops-migration-tools,C#,359,549,4
https://api.github.com/repos/microsoft/windows-rs,208102250,microsoft/windows-rs,Rust,571,11389,18
https://api.github.com/repos/microsoft/RD-Agent,781261349,microsoft/RD-Agent,Python,585,6216,83
https://api.github.com/repos/microsoft/MIEngine,36405087,microsoft/MIEngine,C#,224,831,167
https://api.github.com/repos/microsoft/Olive,201991558,microsoft/Olive,Python,218,1979,77
https://api.github.com/repos/lukemurraynz/awesome-azure-architecture,446684634,lukemurraynz/awesome-azure-architecture,,325,1602,0
https://api.github.com/repos/microsoft/Windows-classic-samples,42122336,microsoft/Windows-classic-samples,,3296,5359,163
https://api.github.com/repos/dotnet/runtime,210716005,dotnet/runtime,C#,5053,16548,8870
https://api.github.com/repos/damien-schneider/cuicui,790450897,damien-schneider/cuicui,TypeScript,53,855,2
https://api.github.com/repos/App-vNext/Polly,9864166,App-vNext/Polly,C#,1257,13827,11
https://api.github.com/repos/Azure/review-checklists,414928893,Azure/review-checklists,Python,354,1285,63
https://api.github.com/repos/microsoft/BotBuilder-Samples,68730444,microsoft/BotBuilder-Samples,HTML,4897,4461,72
https://api.github.com/repos/timburgan/timburgan,272328835,timburgan/timburgan,,154,940,1
https://api.github.com/repos/akto-api-security/akto,595526110,akto-api-security/akto,Java,248,1332,170
https://api.github.com/repos/git/git-scm.com,3662248,git/git-scm.com,HTML,1295,2267,18
https://api.github.com/repos/microsoft/FluidFramework,203843667,microsoft/FluidFramework,TypeScript,550,4832,101
https://api.github.com/repos/Azure/azure-storage-azcopy,114798676,Azure/azure-storage-azcopy,Go,240,645,212
https://api.github.com/repos/microsoft/vs-threading,70068171,microsoft/vs-threading,C#,154,1020,108
https://api.github.com/repos/microsoft/fluentui-blazor,348132133,microsoft/fluentui-blazor,C#,428,4389,34
https://api.github.com/repos/dotnet/dotnet-api-docs,111510915,dotnet/dotnet-api-docs,C#,1614,837,1597
https://api.github.com/repos/microsoft/PowerToys,184456251,microsoft/PowerToys,C#,7119,120239,6813
https://api.github.com/repos/Azure/azure-sdk-for-go,22855240,Azure/azure-sdk-for-go,Go,910,1729,243
https://api.github.com/repos/reneschulte/WriteableBitmapEx,42940997,reneschulte/WriteableBitmapEx,C#,126,548,14
https://api.github.com/repos/ben-sb/obfuscator-io-deobfuscator,675293325,ben-sb/obfuscator-io-deobfuscator,TypeScript,119,556,6
https://api.github.com/repos/Azure/data-api-builder,401807767,Azure/data-api-builder,C#,249,1111,393
https://api.github.com/repos/microsoft/garnet,681372871,microsoft/garnet,C#,580,11241,32
https://api.github.com/repos/microsoft/azure-pipelines-agent,53052789,microsoft/azure-pipelines-agent,C#,887,1800,232
https://api.github.com/repos/microsoft/playwright,221981891,microsoft/playwright,TypeScript,4279,74043,843
https://api.github.com/repos/dotnet/sdk,63984307,dotnet/sdk,C#,1130,2926,2849
https://api.github.com/repos/abh/geodns,5519412,abh/geodns,Go,198,1416,51
https://api.github.com/repos/rqlite/rqlite,23247808,rqlite/rqlite,Go,742,16696,72
https://api.github.com/repos/unibeck/solstatus,969089225,unibeck/solstatus,TypeScript,68,747,20
https://api.github.com/repos/dynamoose/dynamoose,16962535,dynamoose/dynamoose,JavaScript,367,2218,120
https://api.github.com/repos/microsoft/vscode-remote-release,177839194,microsoft/vscode-remote-release,Dockerfile,347,3889,975
https://api.github.com/repos/pulumi/examples,108589232,pulumi/examples,TypeScript,881,2494,150
https://api.github.com/repos/robherley/snips.sh,591554483,robherley/snips.sh,Go,48,1170,15
https://api.github.com/repos/dotnet/diagnostics,126257942,dotnet/diagnostics,C++,378,1270,329
https://api.github.com/repos/plexguide/Huntarr.io,957479421,plexguide/Huntarr.io,Python,32,1814,28
https://api.github.com/repos/a16z/halmos,577492459,a16z/halmos,Python,87,907,57
https://api.github.com/repos/f/mcptools,954858451,f/mcptools,Go,59,935,19
https://api.github.com/repos/microsoft/promptflow,660489378,microsoft/promptflow,Python,994,10496,71
https://api.github.com/repos/celestiaorg/celestia-node,396780483,celestiaorg/celestia-node,Go,1008,973,384
https://api.github.com/repos/NuGet/NuGetGallery,2180736,NuGet/NuGetGallery,C#,656,1587,826
https://api.github.com/repos/dotnet/android,55075302,dotnet/android,C#,552,2032,402
https://api.github.com/repos/leighmcculloch/vagrant-docker-compose,35266839,leighmcculloch/vagrant-docker-compose,Ruby,71,688,8
https://api.github.com/repos/Azure-Samples/serverless-chat-langchainjs,753664908,Azure-Samples/serverless-chat-langchainjs,Bicep,445,813,7
https://api.github.com/repos/dotnet/docs,35890081,dotnet/docs,,6012,4465,1365
https://api.github.com/repos/microsoft/typescript-go,860100131,microsoft/typescript-go,Go,652,21008,105
https://api.github.com/repos/lostintangent/gistpad,223700078,lostintangent/gistpad,TypeScript,69,1001,22
https://api.github.com/repos/yegor256/cactoos,92192594,yegor256/cactoos,Java,173,753,79
https://api.github.com/repos/microsoft/perfview,33010673,microsoft/perfview,C#,739,4438,232
https://api.github.com/repos/strapi/strapi,43441403,strapi/strapi,TypeScript,8643,67127,1149
https://api.github.com/repos/Z3Prover/z3,32944298,Z3Prover/z3,C++,1539,11138,158
https://api.github.com/repos/doggy8088/github-copilot-configs,956023956,doggy8088/github-copilot-configs,,78,645,0
https://api.github.com/repos/estruyf/vscode-front-matter,204027578,estruyf/vscode-front-matter,TypeScript,89,2232,107
https://api.github.com/repos/microsoft/cpprestsdk,23202799,microsoft/cpprestsdk,C++,1685,8172,875
https://api.github.com/repos/microsoft/Generative-AI-for-beginners-dotnet,915016509,microsoft/Generative-AI-for-beginners-dotnet,C#,1071,1439,2
https://api.github.com/repos/open-lambda/open-lambda,61392620,open-lambda/open-lambda,Go,127,983,44
https://api.github.com/repos/alexpfau/calendar-card-pro,939311749,alexpfau/calendar-card-pro,TypeScript,53,829,46
https://api.github.com/repos/MikePopoloski/slang,80874333,MikePopoloski/slang,C++,158,775,48
https://api.github.com/repos/microsoft/pxt-arcade,117767116,microsoft/pxt-arcade,TypeScript,232,509,519
https://api.github.com/repos/unbug/codelf,47925804,unbug/codelf,JavaScript,971,14175,42
https://api.github.com/repos/dotnet/orleans,28232663,dotnet/orleans,C#,2089,10412,626
https://api.github.com/repos/onnx/onnx,102692863,onnx/onnx,Python,3757,19140,316
https://api.github.com/repos/dotnet/efcore,16157746,dotnet/efcore,C#,3273,14192,2406
https://api.github.com/repos/navidrome/navidrome,52481933,navidrome/navidrome,Go,1095,15126,177
https://api.github.com/repos/microsoft/WSL,55626935,microsoft/WSL,C++,1401,28954,1051
https://api.github.com/repos/microsoft/retina,746962176,microsoft/retina,Go,239,2983,166
https://api.github.com/repos/microsoft/git,79856983,microsoft/git,C,101,851,18
https://api.github.com/repos/bennycode/trading-signals,267563398,bennycode/trading-signals,TypeScript,106,754,2
https://api.github.com/repos/microsoft/debugpy,234187391,microsoft/debugpy,Python,165,2117,202
https://api.github.com/repos/zeroc-ice/ice,31625029,zeroc-ice/ice,C++,603,2111,112
https://api.github.com/repos/microsoft/roosterjs,97145011,microsoft/roosterjs,TypeScript,172,1257,51
https://api.github.com/repos/benbalter/wordpress-to-jekyll-exporter,5458422,benbalter/wordpress-to-jekyll-exporter,PHP,131,1052,10
https://api.github.com/repos/nxtscape/nxtscape,985839104,nxtscape/nxtscape,Shell,52,973,8
https://api.github.com/repos/microsoft/sbom-tool,498824328,microsoft/sbom-tool,C#,167,1822,50
https://api.github.com/repos/microsoft/openvmm,765938063,microsoft/openvmm,Rust,129,1717,223
https://api.github.com/repos/microsoft/testfx,65080725,microsoft/testfx,C#,278,892,271
https://api.github.com/repos/microsoft/Web-Dev-For-Beginners,311525798,microsoft/Web-Dev-For-Beginners,JavaScript,13548,89820,143
https://api.github.com/repos/microsoft/RulesEngine,199628708,microsoft/RulesEngine,C#,592,3959,63
https://api.github.com/repos/microsoft/magentic-ui,978331188,microsoft/magentic-ui,Python,577,5765,69
https://api.github.com/repos/tonybaloney/CSnakes,830335824,tonybaloney/CSnakes,C#,48,841,102
https://api.github.com/repos/MarimerLLC/csla,8085749,MarimerLLC/csla,C#,407,1306,45
https://api.github.com/repos/microsoft/vscode-vsce,42926209,microsoft/vscode-vsce,TypeScript,218,897,29
https://api.github.com/repos/Azure/azure-sdk-for-rust,295810364,Azure/azure-sdk-for-rust,Rust,290,826,141
https://api.github.com/repos/dotnet/msbuild,32051890,dotnet/msbuild,C#,1383,5402,1463
https://api.github.com/repos/PowerShell/vscode-powershell,42131201,PowerShell/vscode-powershell,TypeScript,512,1788,372
https://api.github.com/repos/dotnet/performance,124948838,dotnet/performance,F#,280,731,247
https://api.github.com/repos/hyperlight-dev/hyperlight,883829350,hyperlight-dev/hyperlight,Rust,133,3681,115
https://api.github.com/repos/Azure/Enterprise-Scale,264303818,Azure/Enterprise-Scale,PowerShell,1020,1821,102
https://api.github.com/repos/BerriAI/litellm,671269505,BerriAI/litellm,Python,3305,24540,1345
https://api.github.com/repos/microsoft/AdaptiveCards,75978731,microsoft/AdaptiveCards,C#,576,1848,828
https://api.github.com/repos/microsoft/react-native-macos,140759707,microsoft/react-native-macos,C++,148,3849,134
https://api.github.com/repos/microsoft/msquic,217654199,microsoft/msquic,C,582,4357,220
https://api.github.com/repos/primer/view_components,284805743,primer/view_components,Ruby,126,529,18
https://api.github.com/repos/Azure/autorest,31089461,Azure/autorest,TypeSpec,741,4740,150
https://api.github.com/repos/Azure/azure-mcp,967503541,Azure/azure-mcp,C#,227,839,108
https://api.github.com/repos/Azure/azure-sdk-for-python,4127088,Azure/azure-sdk-for-python,Python,3031,4975,923
https://api.github.com/repos/github/rubocop-github,76094257,github/rubocop-github,Ruby,160,650,4
https://api.github.com/repos/microsoft/playwright-dotnet,235572844,microsoft/playwright-dotnet,C#,268,2704,49
https://api.github.com/repos/microsoft/vscode,41881900,microsoft/vscode,TypeScript,33305,173870,10826
https://api.github.com/repos/microsoft/PowerApps-Samples,126898329,microsoft/PowerApps-Samples,C#,1764,1705,40
https://api.github.com/repos/sblom/RegExtract,318049537,sblom/RegExtract,C#,19,697,11
https://api.github.com/repos/microsoft/teams-ai,598249096,microsoft/teams-ai,C#,237,589,141
https://api.github.com/repos/spcl/dace,172703996,spcl/dace,Python,139,534,234
https://api.github.com/repos/microsoft/graphrag,778431525,microsoft/graphrag,Python,2681,26031,192
https://api.github.com/repos/microsoft/GSL,41005795,microsoft/GSL,C++,751,6442,11
https://api.github.com/repos/elsa-workflows/elsa-core,151148482,elsa-workflows/elsa-core,C#,1351,7138,799
