url,id,full_name,language,forks,stars,open_issues
https://api.github.com/repos/livepeer/go-livepeer,94728962,livepeer/go-livepeer,Go,190,561,300
https://api.github.com/repos/different-ai/note-companion,689765175,different-ai/note-companion,TypeScript,108,675,36
https://api.github.com/repos/Mokshit06/typewind,590069860,Mokshit06/typewind,TypeScript,23,2270,8
https://api.github.com/repos/freenet/freenet-core,386644013,freenet/freenet-core,Rust,92,2372,101
https://api.github.com/repos/nexus-xyz/nexus-cli,840078948,nexus-xyz/nexus-cli,Rust,317,747,63
https://api.github.com/repos/toeverything/AFFiNE,519859998,toeverything/AFFiNE,TypeScript,3482,52003,228
https://api.github.com/repos/ReactiveCircus/android-emulator-runner,219782401,ReactiveCircus/android-emulator-runner,JavaScript,216,1084,77
https://api.github.com/repos/1340691923/ElasticView,346323211,1340691923/ElasticView,Go,178,1234,17
https://api.github.com/repos/formbricks/formbricks,500289888,formbricks/formbricks,TypeScript,1923,10833,273
https://api.github.com/repos/appsmithorg/appsmith,275993885,appsmithorg/appsmith,TypeScript,4106,37311,4390
https://api.github.com/repos/crewAIInc/crewAI-tools,742063678,crewAIInc/crewAI-tools,Python,395,1107,118
https://api.github.com/repos/schemahero/schemahero,183834521,schemahero/schemahero,Go,79,1047,117
https://api.github.com/repos/formancehq/ledger,371644903,formancehq/ledger,Go,117,983,4
https://api.github.com/repos/codestoryai/sidecar,696950657,codestoryai/sidecar,Rust,92,572,229
https://api.github.com/repos/humanlogio/humanlog,25216233,humanlogio/humanlog,Go,54,826,32
https://api.github.com/repos/kiwicom/orbit,121522380,kiwicom/orbit,TypeScript,159,1419,39
https://api.github.com/repos/oekazuma/svelte-meta-tags,385653134,oekazuma/svelte-meta-tags,TypeScript,27,587,3
https://api.github.com/repos/chhoumann/quickadd,375389266,chhoumann/quickadd,TypeScript,155,1798,329
https://api.github.com/repos/labring/laf,345325717,labring/laf,TypeScript,687,7542,45
https://api.github.com/repos/mrwadams/stride-gpt,626117554,mrwadams/stride-gpt,Python,220,771,10
https://api.github.com/repos/noneback/go-taskflow,767894250,noneback/go-taskflow,Go,25,555,2
https://api.github.com/repos/medplum/medplum,360238600,medplum/medplum,TypeScript,493,1662,498
https://api.github.com/repos/antiwork/gumroad,959682770,antiwork/gumroad,Ruby,962,6237,38
https://api.github.com/repos/Uniswap/interface,108706901,Uniswap/interface,TypeScript,5288,5224,771
https://api.github.com/repos/ag2ai/ag2,886912514,ag2ai/ag2,Python,363,2882,254
https://api.github.com/repos/hcengineering/platform,392073243,hcengineering/platform,TypeScript,1433,21645,804
https://api.github.com/repos/distribworks/dkron,37184230,distribworks/dkron,Go,398,4497,91
https://api.github.com/repos/yamadashy/repomix,828119367,yamadashy/repomix,TypeScript,750,17183,102
https://api.github.com/repos/PySpur-Dev/pyspur,861892731,PySpur-Dev/pyspur,TypeScript,369,5177,25
https://api.github.com/repos/Layr-Labs/eigenlayer-contracts,620004347,Layr-Labs/eigenlayer-contracts,Solidity,435,689,53
https://api.github.com/repos/milkshakesoftware/PreMailer.Net,1608922,milkshakesoftware/PreMailer.Net,C#,119,666,16
https://api.github.com/repos/near/nearcore,151331938,near/nearcore,Rust,715,2461,325
https://api.github.com/repos/miurla/morphic,782539945,miurla/morphic,TypeScript,2096,7687,50
https://api.github.com/repos/saturday06/VRM-Addon-for-Blender,164374484,saturday06/VRM-Addon-for-Blender,Python,151,1451,87
https://api.github.com/repos/liam-hq/liam,839216423,liam-hq/liam,TypeScript,157,4099,46
https://api.github.com/repos/vercel/next.js,70107786,vercel/next.js,JavaScript,28679,132695,3237
https://api.github.com/repos/blorm-network/ZerePy,892165167,blorm-network/ZerePy,Python,248,587,38
https://api.github.com/repos/hasanharman/form-builder,862289957,hasanharman/form-builder,TypeScript,227,2284,25
https://api.github.com/repos/whitphx/stlite,492128644,whitphx/stlite,TypeScript,76,1421,75
https://api.github.com/repos/goat-sdk/goat,894659403,goat-sdk/goat,TypeScript,241,734,16
https://api.github.com/repos/patched-codes/patchwork,782544882,patched-codes/patchwork,Python,95,1382,189
https://api.github.com/repos/AgentOps-AI/agentops,679017521,AgentOps-AI/agentops,Python,423,4596,77
https://api.github.com/repos/567-labs/instructor,653589102,567-labs/instructor,Python,805,10815,44
https://api.github.com/repos/coder/coder,440752086,coder/coder,Go,926,10122,625
https://api.github.com/repos/assistant-ui/assistant-ui,722184017,assistant-ui/assistant-ui,TypeScript,589,5052,36
https://api.github.com/repos/novuhq/novu,400215964,novuhq/novu,TypeScript,4050,37153,242
https://api.github.com/repos/ibelick/zola,959063625,ibelick/zola,TypeScript,151,883,19
https://api.github.com/repos/stack-auth/stack-auth,764642350,stack-auth/stack-auth,TypeScript,413,5910,78
https://api.github.com/repos/BasedHardware/omi,776121034,BasedHardware/omi,C,846,5927,175
https://api.github.com/repos/jina-ai/node-DeepResearch,922423439,jina-ai/node-DeepResearch,TypeScript,406,4505,40
https://api.github.com/repos/Flagsmith/flagsmith,136163130,Flagsmith/flagsmith,Python,447,5733,401
https://api.github.com/repos/wix/react-native-ui-lib,81314550,wix/react-native-ui-lib,TypeScript,735,6861,51
https://api.github.com/repos/antiwork/flexile,955904085,antiwork/flexile,Ruby,133,526,21
https://api.github.com/repos/Mail-0/Zero,926252103,Mail-0/Zero,TypeScript,832,8453,62
https://api.github.com/repos/moinulmoin/chadnext,644861240,moinulmoin/chadnext,TypeScript,119,1189,11
https://api.github.com/repos/oven-sh/bun,357728969,oven-sh/bun,Zig,3166,78768,4954
https://api.github.com/repos/onlook-dev/onlook,820087727,onlook-dev/onlook,TypeScript,1245,19419,244
https://api.github.com/repos/traceloop/openllmetry,686364232,traceloop/openllmetry,Python,752,6000,238
https://api.github.com/repos/antiwork/shortest,859537060,antiwork/shortest,TypeScript,294,5072,3
https://api.github.com/repos/Mooncake-Labs/pg_mooncake,852594977,Mooncake-Labs/pg_mooncake,Rust,41,1499,9
https://api.github.com/repos/onyx-dot-app/onyx,633262635,onyx-dot-app/onyx,Python,1734,13062,257
https://api.github.com/repos/liveblocks/liveblocks,370740787,liveblocks/liveblocks,TypeScript,356,4033,68
https://api.github.com/repos/codemod-com/codemod,748613975,codemod-com/codemod,TypeScript,50,696,39
https://api.github.com/repos/supabase/supabase,214587193,supabase/supabase,TypeScript,9024,84874,692
https://api.github.com/repos/AgentDock/AgentDock,936395722,AgentDock/AgentDock,TypeScript,70,1392,23
https://api.github.com/repos/wandb/wandb,86031674,wandb/wandb,Python,751,10018,795
https://api.github.com/repos/lingodotdev/lingo.dev,771479895,lingodotdev/lingo.dev,TypeScript,131,2621,25
https://api.github.com/repos/zaidmukaddam/scira,839372398,zaidmukaddam/scira,TypeScript,1013,8344,15
https://api.github.com/repos/reown-com/appkit,127246132,reown-com/appkit,TypeScript,1497,5180,85
https://api.github.com/repos/stack-chan/stack-chan,374381865,stack-chan/stack-chan,TypeScript,106,924,30
https://api.github.com/repos/airbytehq/airbyte,283046497,airbytehq/airbyte,Python,4606,18520,1995
https://api.github.com/repos/modelcontextprotocol/inspector,867337374,modelcontextprotocol/inspector,TypeScript,571,4400,107
https://api.github.com/repos/colinhacks/zod,245704608,colinhacks/zod,TypeScript,1510,38730,538
